checkin_type,delay_at_checkout_in_minutes
mobile,-37.0
connect,103.0
mobile,-84.0
mobile,-35.0
mobile,86.0
mobile,57.0
mobile,-18.0
mobile,-77.0
connect,-43.0
connect,3.0
mobile,142.0
mobile,208.0
connect,247.0
mobile,233.0
mobile,-1.0
mobile,71.0
mobile,13.0
mobile,-128.0
mobile,424.0
mobile,8.0
mobile,9.0
connect,43.0
connect,-32.0
mobile,129.0
mobile,-27.0
mobile,-49.0
mobile,46.0
mobile,9.0
mobile,-59.0
mobile,172.0
mobile,-30.0
mobile,-11.0
mobile,568.0
mobile,-4.0
mobile,11.0
mobile,46.0
mobile,-20.0
mobile,9.0
mobile,909.0
mobile,-84.0
mobile,21.0
mobile,168.0
mobile,111.0
mobile,26.0
mobile,-40.0
mobile,91.0
mobile,-1.0
mobile,-5.0
mobile,176.0
mobile,-87.0
mobile,-144.0
mobile,16.0
mobile,-56.0
mobile,13.0
mobile,13.0
mobile,-10.0
mobile,-43.0
connect,65.0
mobile,89.0
mobile,-28.0
connect,-171.0
mobile,-237.0
mobile,-36.0
mobile,0.0
connect,271.0
connect,22.0
mobile,35.0
mobile,-80.0
mobile,7.0
connect,-286.0
mobile,-9.0
mobile,-78.0
mobile,1462.0
mobile,2.0
mobile,-101.0
mobile,58.0
mobile,28.0
mobile,16.0
mobile,42.0
mobile,51.0
mobile,-53.0
mobile,55.0
mobile,14.0
mobile,936.0
mobile,-74.0
mobile,29.0
mobile,14.0
mobile,62.0
mobile,-45.0
mobile,70.0
mobile,5.0
mobile,5.0
mobile,-3.0
connect,110.0
connect,-9.0
mobile,137.0
mobile,88.0
mobile,123.0
mobile,30.0
mobile,1161.0
connect,4.0
mobile,-56.0
mobile,5.0
mobile,112.0
mobile,297.0
connect,66.0
mobile,34.0
mobile,24.0
mobile,339.0
mobile,-137.0
mobile,171.0
mobile,215.0
mobile,-8.0
connect,2.0
mobile,148.0
mobile,-30.0
mobile,83.0
connect,-11.0
mobile,1374.0
mobile,82.0
mobile,-81.0
mobile,711.0
mobile,27.0
mobile,279.0
connect,27.0
mobile,23.0
mobile,6.0
mobile,-8.0
connect,-484.0
mobile,109.0
mobile,10.0
mobile,34.0
mobile,-57.0
mobile,130.0
mobile,123.0
mobile,461.0
mobile,-2.0
mobile,-132.0
mobile,2.0
mobile,843.0
mobile,70.0
mobile,43.0
mobile,-187.0
mobile,-83.0
mobile,11.0
mobile,-221.0
mobile,16.0
mobile,99.0
connect,-19.0
connect,-226.0
mobile,-13.0
mobile,91.0
connect,1.0
mobile,307.0
mobile,-1.0
mobile,-1.0
mobile,58.0
mobile,20.0
mobile,-35.0
connect,-605.0
mobile,-57.0
mobile,-12.0
connect,-69.0
mobile,-270.0
connect,-32.0
connect,-169.0
mobile,25.0
mobile,97.0
mobile,54.0
connect,-340.0
mobile,-27.0
mobile,-11.0
mobile,-65.0
mobile,0.0
mobile,-52.0
connect,412.0
mobile,186.0
mobile,350.0
mobile,-9.0
mobile,-2.0
mobile,106.0
mobile,28.0
connect,-1.0
mobile,3.0
connect,-179.0
mobile,19.0
mobile,12.0
connect,-40.0
mobile,131.0
mobile,16.0
mobile,-48.0
mobile,-24.0
connect,-52.0
mobile,155.0
mobile,54.0
mobile,-6.0
mobile,-108.0
connect,-127.0
connect,-38.0
mobile,-360.0
mobile,-10.0
connect,-68.0
mobile,221.0
connect,62.0
mobile,189.0
mobile,-19.0
mobile,-108.0
mobile,-39.0
connect,15.0
mobile,17.0
mobile,-51.0
mobile,51.0
mobile,480.0
mobile,12.0
mobile,-16.0
mobile,70.0
mobile,-45.0
mobile,-1.0
mobile,-4.0
mobile,39.0
connect,23.0
mobile,133.0
mobile,-9.0
mobile,-19.0
mobile,155.0
mobile,-50.0
connect,14.0
mobile,11.0
mobile,86.0
mobile,-57.0
mobile,196.0
connect,23.0
mobile,5.0
mobile,723.0
mobile,-165.0
mobile,431.0
mobile,32.0
mobile,48.0
mobile,376.0
connect,9.0
mobile,183.0
mobile,-11.0
mobile,-1127.0
mobile,-38.0
mobile,-12.0
mobile,30.0
mobile,-25.0
connect,-6.0
connect,-190.0
mobile,-40.0
mobile,148.0
mobile,-841.0
mobile,-27.0
mobile,21.0
mobile,98.0
mobile,-33.0
connect,-3.0
connect,-389.0
mobile,-39.0
mobile,-18.0
connect,-75.0
mobile,-133.0
connect,-209.0
mobile,19.0
mobile,-57.0
connect,16.0
mobile,23.0
connect,-1.0
connect,-7.0
connect,18.0
mobile,-69.0
connect,-24.0
mobile,5.0
mobile,-49.0
mobile,233.0
mobile,25.0
mobile,127.0
mobile,-555.0
connect,111.0
mobile,16.0
mobile,83.0
mobile,26.0
mobile,89.0
mobile,319.0
connect,-72.0
mobile,882.0
mobile,200.0
mobile,34.0
connect,24.0
mobile,1127.0
connect,-85.0
mobile,439.0
mobile,-65.0
mobile,-162.0
mobile,-23.0
mobile,79.0
mobile,-31.0
mobile,10.0
connect,5.0
mobile,-31.0
mobile,17.0
mobile,1734.0
mobile,48.0
mobile,31.0
connect,23.0
mobile,1872.0
mobile,-210.0
mobile,-18.0
mobile,5.0
mobile,-46.0
connect,-7.0
mobile,13.0
connect,122.0
mobile,19.0
connect,-30.0
mobile,165.0
mobile,-108.0
mobile,-115.0
mobile,42.0
mobile,-2.0
mobile,-75.0
mobile,-203.0
mobile,0.0
mobile,-238.0
mobile,111.0
mobile,-96.0
connect,26.0
mobile,620.0
mobile,-53.0
mobile,73.0
mobile,670.0
mobile,7.0
mobile,-25.0
mobile,83.0
mobile,50.0
mobile,-12.0
mobile,21.0
mobile,1000.0
mobile,-1006.0
connect,48.0
mobile,-4.0
mobile,59.0
mobile,-36.0
mobile,1798.0
mobile,10.0
mobile,-39.0
mobile,126.0
mobile,18.0
connect,-75.0
mobile,-178.0
mobile,242.0
mobile,-16.0
mobile,-1188.0
connect,211.0
mobile,60.0
mobile,407.0
connect,9.0
mobile,145.0
connect,226.0
connect,3.0
mobile,6.0
mobile,17.0
connect,26.0
mobile,-5.0
connect,-15.0
mobile,132.0
connect,-636.0
connect,-5.0
mobile,48.0
mobile,136.0
mobile,-32.0
mobile,7.0
mobile,165.0
connect,-15.0
mobile,-8.0
connect,48.0
connect,147.0
mobile,574.0
mobile,2.0
connect,11.0
mobile,1259.0
mobile,-10.0
mobile,491.0
mobile,22.0
mobile,50.0
connect,-15.0
mobile,49.0
mobile,5.0
mobile,142.0
mobile,-18.0
connect,-40.0
mobile,-55.0
connect,12.0
mobile,-107.0
mobile,24.0
connect,-6.0
connect,-151.0
connect,-865.0
connect,-325.0
mobile,18.0
mobile,-12.0
mobile,82.0
mobile,2.0
mobile,81.0
mobile,-664.0
mobile,185.0
mobile,-2.0
mobile,2.0
connect,-75.0
mobile,28.0
mobile,2427.0
mobile,-90.0
mobile,-88.0
mobile,-82.0
mobile,22.0
mobile,-180.0
mobile,-26.0
mobile,-79.0
mobile,53.0
mobile,82.0
mobile,32.0
mobile,-54.0
mobile,5.0
mobile,50.0
mobile,13.0
mobile,-33.0
mobile,-85.0
connect,-34.0
mobile,82.0
mobile,-327.0
mobile,3.0
mobile,-8.0
mobile,10.0
mobile,8.0
mobile,65.0
mobile,91.0
mobile,-54.0
mobile,-172.0
mobile,-25.0
mobile,228.0
mobile,52.0
mobile,4.0
mobile,77.0
mobile,-105.0
mobile,1.0
mobile,73.0
mobile,-142.0
mobile,271.0
mobile,12.0
mobile,-79.0
mobile,150.0
connect,-110.0
mobile,-11.0
mobile,-1.0
mobile,-1.0
mobile,16.0
mobile,305.0
mobile,204.0
connect,154.0
mobile,53.0
mobile,29.0
mobile,793.0
mobile,1453.0
mobile,110.0
mobile,105.0
mobile,17.0
mobile,38.0
mobile,226.0
mobile,14.0
mobile,-102.0
mobile,116.0
mobile,-610.0
mobile,59.0
mobile,-90.0
mobile,115.0
mobile,-65.0
mobile,-18.0
mobile,-7.0
mobile,7.0
connect,27.0
mobile,-36.0
mobile,123.0
mobile,319.0
connect,39.0
mobile,-47.0
mobile,8.0
mobile,9.0
mobile,-43.0
mobile,145.0
mobile,-7.0
mobile,15.0
mobile,8.0
mobile,5.0
mobile,-9.0
mobile,-563.0
mobile,6.0
mobile,87.0
mobile,114.0
mobile,283.0
mobile,61.0
connect,99.0
mobile,15.0
mobile,-47.0
connect,-32.0
mobile,-134.0
mobile,11.0
mobile,91.0
connect,-137.0
mobile,131.0
mobile,95.0
connect,77.0
mobile,322.0
mobile,25.0
mobile,0.0
mobile,-88.0
mobile,-2.0
mobile,36.0
mobile,-4.0
mobile,0.0
mobile,-30.0
mobile,-32.0
mobile,10.0
mobile,-121.0
mobile,83.0
mobile,307.0
mobile,2867.0
connect,-16.0
mobile,-11.0
mobile,59.0
mobile,-71.0
mobile,122.0
mobile,97.0
mobile,-54.0
mobile,87.0
connect,8.0
mobile,16.0
mobile,169.0
mobile,-138.0
mobile,36.0
mobile,8.0
mobile,36.0
mobile,-21.0
connect,-108.0
connect,-14.0
mobile,-28.0
mobile,-27.0
connect,0.0
mobile,70.0
mobile,-85.0
connect,-6.0
mobile,-36.0
connect,-20.0
connect,-614.0
mobile,-66.0
mobile,180.0
mobile,-541.0
mobile,-16.0
mobile,91.0
mobile,12.0
connect,-1.0
mobile,19.0
mobile,32.0
mobile,3.0
mobile,21.0
mobile,-97.0
connect,-84.0
mobile,37.0
mobile,34.0
connect,-100.0
connect,-5.0
mobile,-235.0
mobile,-83.0
mobile,78.0
mobile,-48.0
mobile,7.0
connect,18.0
connect,51.0
mobile,-5.0
connect,-19.0
mobile,6.0
mobile,3.0
mobile,13.0
mobile,646.0
mobile,57.0
mobile,266.0
connect,1.0
connect,-2.0
mobile,8.0
mobile,-7.0
mobile,-19.0
mobile,287.0
mobile,109.0
mobile,-205.0
connect,8.0
mobile,72.0
mobile,38.0
mobile,-12.0
mobile,-2.0
mobile,-77.0
mobile,19.0
mobile,8.0
connect,-42.0
mobile,124.0
mobile,-53.0
connect,-31.0
mobile,-83.0
mobile,128.0
connect,-11.0
connect,-30.0
mobile,-151.0
mobile,-27.0
mobile,-20.0
mobile,-12.0
mobile,118.0
mobile,139.0
connect,-5.0
connect,17.0
mobile,-531.0
mobile,231.0
mobile,40.0
mobile,-5.0
mobile,5.0
mobile,3437.0
mobile,-71.0
mobile,-57.0
mobile,70.0
mobile,-118.0
mobile,322.0
mobile,110.0
mobile,-130.0
mobile,56.0
connect,-37.0
mobile,53.0
mobile,263.0
mobile,2.0
connect,-151.0
mobile,347.0
mobile,3.0
connect,-135.0
mobile,213.0
mobile,-49.0
mobile,-113.0
connect,33.0
mobile,-24.0
connect,-9.0
mobile,396.0
connect,-91.0
connect,-13.0
mobile,9.0
mobile,-54.0
mobile,74.0
mobile,171.0
mobile,4.0
mobile,48.0
connect,-439.0
mobile,50.0
mobile,-14.0
mobile,-29.0
connect,-64.0
mobile,-131.0
connect,-6.0
mobile,142.0
mobile,98.0
mobile,68.0
mobile,-45.0
mobile,121.0
mobile,116.0
mobile,4.0
mobile,21.0
mobile,-1.0
mobile,320.0
mobile,46.0
mobile,-4.0
mobile,-3.0
mobile,-9.0
mobile,45.0
mobile,-56.0
mobile,15.0
mobile,1052.0
connect,-163.0
mobile,6.0
mobile,1540.0
connect,-21.0
mobile,13.0
mobile,80.0
mobile,55.0
mobile,702.0
mobile,3.0
mobile,84.0
connect,-191.0
mobile,8.0
connect,44.0
connect,36.0
mobile,28.0
mobile,2.0
connect,-24.0
mobile,3.0
mobile,7.0
mobile,-10.0
connect,26.0
mobile,-65.0
mobile,29.0
mobile,-58.0
mobile,135.0
mobile,485.0
mobile,152.0
connect,-42.0
mobile,-17.0
mobile,-180.0
connect,-50.0
mobile,36.0
mobile,267.0
mobile,36.0
connect,39.0
mobile,17.0
mobile,-34.0
connect,-119.0
mobile,10.0
mobile,308.0
mobile,-1.0
mobile,1594.0
mobile,-113.0
mobile,111.0
mobile,-61.0
mobile,32.0
connect,40.0
mobile,171.0
mobile,248.0
connect,27.0
mobile,9.0
mobile,-48.0
mobile,35.0
connect,-9.0
mobile,2332.0
connect,39.0
mobile,27.0
mobile,149.0
mobile,71.0
mobile,-12.0
mobile,-141.0
mobile,39.0
mobile,-32.0
connect,-147.0
mobile,306.0
mobile,5.0
mobile,-1.0
mobile,55.0
mobile,-100.0
mobile,-123.0
mobile,6.0
mobile,10.0
mobile,33.0
mobile,19.0
mobile,-37.0
mobile,-29.0
mobile,-37.0
mobile,-8.0
mobile,2338.0
connect,-26.0
mobile,-49.0
mobile,371.0
mobile,76.0
mobile,-17.0
connect,-24.0
mobile,1127.0
mobile,-25.0
connect,-63.0
mobile,-56.0
mobile,-72.0
mobile,-21.0
mobile,93.0
mobile,14.0
connect,-712.0
mobile,-53.0
mobile,75.0
mobile,-3.0
mobile,-115.0
mobile,19.0
mobile,-27.0
mobile,16.0
mobile,7.0
mobile,1399.0
mobile,37.0
connect,26.0
connect,-62.0
mobile,18.0
mobile,39.0
mobile,29.0
mobile,20.0
mobile,-17.0
mobile,-52.0
mobile,489.0
mobile,4.0
mobile,668.0
mobile,21.0
connect,-39.0
mobile,32.0
mobile,-11.0
mobile,-11.0
mobile,4966.0
mobile,43.0
mobile,198.0
mobile,-40.0
mobile,-36.0
connect,193.0
mobile,-17.0
mobile,11.0
mobile,-51.0
mobile,-6.0
mobile,-4.0
mobile,36.0
mobile,618.0
connect,-24.0
mobile,-86.0
mobile,186.0
mobile,105.0
connect,62.0
mobile,92.0
mobile,64.0
connect,-116.0
mobile,147.0
mobile,19.0
connect,-25.0
mobile,275.0
connect,214.0
mobile,-2.0
mobile,-246.0
mobile,4.0
mobile,-54.0
connect,47.0
mobile,81.0
mobile,-7.0
connect,64.0
mobile,2.0
mobile,2.0
mobile,4.0
mobile,108.0
mobile,-142.0
mobile,-1.0
mobile,-740.0
mobile,-105.0
mobile,-260.0
connect,-29.0
mobile,156.0
mobile,-29.0
mobile,-785.0
connect,3.0
mobile,-28.0
connect,-24.0
connect,-31.0
mobile,56.0
mobile,-59.0
mobile,-7.0
mobile,107.0
mobile,-109.0
mobile,10.0
connect,176.0
mobile,66.0
mobile,5.0
mobile,333.0
mobile,-13.0
mobile,9.0
mobile,45.0
connect,-159.0
mobile,-191.0
mobile,362.0
connect,32.0
mobile,6.0
mobile,-296.0
mobile,-33.0
connect,102.0
mobile,20.0
mobile,-24.0
mobile,117.0
mobile,-2.0
mobile,63.0
mobile,-192.0
mobile,-3.0
mobile,15.0
mobile,70.0
connect,25.0
mobile,32.0
connect,-29.0
mobile,-7.0
mobile,129.0
mobile,143.0
mobile,22.0
mobile,115.0
connect,384.0
connect,20.0
mobile,7.0
connect,-14.0
connect,-126.0
connect,-47.0
connect,-299.0
mobile,-352.0
mobile,-59.0
connect,88.0
mobile,92.0
mobile,-232.0
mobile,-36.0
mobile,27.0
connect,-715.0
connect,-875.0
mobile,68.0
connect,725.0
mobile,-47.0
connect,212.0
connect,-86.0
connect,6.0
mobile,-72.0
mobile,-37.0
mobile,-113.0
mobile,-148.0
mobile,153.0
mobile,49.0
mobile,-116.0
mobile,2.0
mobile,7.0
connect,-2.0
mobile,16.0
mobile,-39.0
mobile,-868.0
connect,-13.0
mobile,-197.0
mobile,116.0
mobile,3.0
mobile,-10.0
mobile,3.0
mobile,83.0
connect,-133.0
connect,113.0
mobile,-135.0
mobile,442.0
mobile,1051.0
mobile,-68.0
mobile,-142.0
mobile,-17.0
mobile,-2847.0
mobile,-125.0
connect,102.0
mobile,-41.0
mobile,112.0
mobile,-42.0
mobile,-13.0
mobile,-5.0
connect,-6.0
mobile,36.0
mobile,839.0
mobile,83.0
mobile,62.0
mobile,-25.0
mobile,1.0
mobile,-297.0
mobile,-1.0
mobile,0.0
mobile,11.0
mobile,-23.0
mobile,16.0
mobile,49.0
mobile,1.0
mobile,-57.0
mobile,-7.0
mobile,-4.0
mobile,-44.0
mobile,20.0
mobile,12.0
mobile,41.0
mobile,-15.0
connect,493.0
mobile,-23.0
mobile,-133.0
mobile,556.0
mobile,1.0
mobile,-14.0
mobile,-36.0
mobile,-16.0
connect,-538.0
connect,-153.0
mobile,12.0
connect,-63.0
mobile,160.0
mobile,530.0
mobile,-52.0
mobile,35.0
mobile,-22.0
connect,73.0
mobile,-14.0
mobile,976.0
mobile,101.0
mobile,-36.0
mobile,38.0
mobile,49.0
mobile,497.0
mobile,27.0
mobile,40.0
mobile,67.0
mobile,21.0
connect,58.0
mobile,12.0
mobile,89.0
connect,75.0
mobile,14.0
connect,8.0
connect,-125.0
mobile,15.0
connect,-32.0
mobile,102.0
mobile,300.0
mobile,-903.0
mobile,148.0
mobile,-102.0
mobile,1.0
mobile,-23.0
connect,0.0
mobile,101.0
mobile,54.0
mobile,4.0
mobile,884.0
connect,53.0
mobile,3.0
connect,-200.0
mobile,920.0
mobile,4.0
mobile,127.0
mobile,48.0
mobile,-746.0
mobile,84.0
mobile,1005.0
mobile,29.0
connect,-212.0
mobile,277.0
connect,-146.0
mobile,92.0
mobile,-299.0
mobile,2.0
mobile,151.0
mobile,74.0
mobile,-6.0
mobile,-26.0
connect,-126.0
connect,-20.0
mobile,91.0
connect,-23.0
mobile,2.0
connect,60.0
mobile,28.0
mobile,-152.0
mobile,1527.0
mobile,-166.0
connect,-28.0
mobile,53.0
connect,9.0
mobile,-253.0
mobile,-404.0
connect,-288.0
mobile,113.0
connect,-73.0
mobile,30.0
mobile,-24.0
mobile,-122.0
mobile,9.0
mobile,33.0
mobile,-15.0
connect,2.0
mobile,-21.0
mobile,-62.0
connect,-86.0
mobile,18.0
mobile,173.0
mobile,19.0
mobile,51.0
mobile,-30.0
mobile,-6.0
mobile,81.0
connect,-26.0
mobile,37.0
mobile,-25.0
mobile,-436.0
mobile,128.0
mobile,-205.0
mobile,34.0
connect,37.0
mobile,59.0
mobile,37.0
connect,-451.0
mobile,862.0
mobile,-53.0
mobile,86.0
connect,77.0
mobile,-165.0
mobile,17.0
mobile,-16.0
connect,3.0
mobile,-1.0
connect,-8.0
connect,56.0
mobile,-38.0
mobile,34.0
mobile,16.0
mobile,7.0
connect,-452.0
mobile,335.0
mobile,4.0
connect,112.0
mobile,-39.0
mobile,10.0
mobile,108.0
mobile,-63.0
mobile,-279.0
mobile,13.0
mobile,55.0
mobile,-97.0
mobile,3.0
mobile,7.0
connect,-65.0
connect,-25.0
connect,190.0
mobile,102.0
connect,13.0
mobile,-20.0
connect,-143.0
mobile,18.0
mobile,43.0
mobile,-193.0
mobile,-159.0
mobile,-94.0
mobile,-94.0
mobile,56.0
connect,-129.0
mobile,39.0
connect,-14.0
mobile,86.0
mobile,-22.0
mobile,20.0
connect,-112.0
mobile,-10.0
connect,125.0
mobile,241.0
mobile,148.0
mobile,-11.0
mobile,1.0
connect,-116.0
mobile,53.0
mobile,-304.0
mobile,1.0
mobile,4.0
mobile,-132.0
mobile,-25.0
mobile,-31.0
mobile,-33.0
mobile,-7.0
mobile,-7.0
mobile,11.0
mobile,13.0
mobile,10.0
mobile,-49.0
mobile,32.0
mobile,17.0
mobile,704.0
mobile,-4.0
mobile,-330.0
connect,-3.0
mobile,9.0
mobile,179.0
mobile,52.0
mobile,18.0
mobile,6.0
mobile,-32.0
mobile,-5.0
mobile,85.0
mobile,-225.0
mobile,63.0
mobile,55.0
connect,-29.0
mobile,-167.0
mobile,-29.0
mobile,38.0
mobile,206.0
mobile,7.0
mobile,-84.0
connect,-161.0
mobile,235.0
mobile,-2.0
mobile,-127.0
mobile,-144.0
connect,-166.0
mobile,-8.0
mobile,30.0
connect,-206.0
mobile,25.0
mobile,23.0
mobile,-1028.0
mobile,-13.0
mobile,209.0
connect,-1832.0
mobile,751.0
mobile,-108.0
mobile,-793.0
mobile,4.0
mobile,-105.0
connect,87.0
mobile,97.0
mobile,-134.0
mobile,63.0
mobile,5.0
connect,26.0
mobile,-2.0
mobile,-7.0
mobile,-5.0
mobile,122.0
mobile,-211.0
mobile,-12.0
mobile,43.0
connect,-605.0
connect,-10.0
mobile,24.0
connect,-121.0
mobile,-134.0
mobile,31.0
mobile,-35.0
mobile,59.0
mobile,-82.0
mobile,-18.0
mobile,252.0
mobile,297.0
mobile,336.0
mobile,164.0
mobile,71.0
mobile,-723.0
mobile,11.0
mobile,-167.0
mobile,-1041.0
mobile,-28.0
connect,-7.0
mobile,227.0
mobile,27.0
mobile,179.0
connect,-57.0
mobile,-30.0
mobile,-113.0
mobile,-39.0
mobile,-64.0
connect,-128.0
mobile,42.0
mobile,43.0
mobile,379.0
mobile,15.0
mobile,-77.0
connect,72.0
connect,-16.0
connect,-183.0
mobile,30.0
mobile,-47.0
mobile,1087.0
mobile,83.0
mobile,13.0
mobile,402.0
mobile,373.0
mobile,20.0
mobile,-39.0
mobile,188.0
mobile,-124.0
mobile,-119.0
mobile,73.0
mobile,16.0
mobile,-17.0
mobile,-29.0
mobile,14.0
mobile,-29.0
connect,2.0
mobile,16.0
mobile,38.0
mobile,31.0
mobile,3713.0
mobile,-85.0
connect,125.0
mobile,75.0
mobile,-4.0
mobile,56.0
mobile,55.0
mobile,0.0
connect,-30.0
mobile,-153.0
mobile,25.0
connect,48.0
mobile,-115.0
mobile,1.0
mobile,-9.0
mobile,-109.0
mobile,224.0
connect,-29.0
mobile,-2.0
connect,105.0
connect,-152.0
connect,51.0
mobile,16.0
mobile,-4.0
mobile,-8.0
mobile,-32.0
mobile,-21.0
connect,-400.0
mobile,694.0
mobile,246.0
mobile,-20.0
mobile,197.0
mobile,94.0
mobile,-214.0
mobile,3.0
mobile,-122.0
mobile,8.0
mobile,-797.0
mobile,-11.0
mobile,134.0
mobile,55.0
mobile,12.0
mobile,2537.0
mobile,395.0
mobile,8.0
mobile,2.0
mobile,1.0
mobile,-5.0
mobile,71.0
connect,-43.0
mobile,-16.0
mobile,439.0
mobile,13.0
mobile,320.0
mobile,1380.0
mobile,-88.0
mobile,24.0
mobile,-9.0
connect,-359.0
connect,-133.0
mobile,127.0
mobile,14.0
connect,-13.0
mobile,155.0
mobile,119.0
connect,-295.0
mobile,100.0
mobile,19.0
mobile,120.0
mobile,69.0
connect,-168.0
connect,195.0
mobile,39.0
connect,97.0
mobile,-6.0
mobile,-96.0
mobile,456.0
mobile,-71.0
mobile,-82.0
mobile,-30.0
mobile,62.0
mobile,-28.0
mobile,1788.0
mobile,154.0
mobile,1071.0
mobile,-9.0
mobile,1308.0
mobile,146.0
mobile,249.0
mobile,5.0
mobile,-70.0
mobile,63.0
mobile,-21.0
connect,-2.0
mobile,-170.0
mobile,-325.0
connect,-34.0
mobile,48.0
connect,21.0
mobile,121.0
mobile,244.0
mobile,23.0
mobile,-89.0
mobile,27.0
mobile,11.0
mobile,-70.0
mobile,837.0
mobile,-69.0
mobile,120.0
mobile,28.0
mobile,-73.0
mobile,-61.0
mobile,-17.0
connect,5.0
mobile,89.0
mobile,65.0
mobile,1613.0
mobile,93.0
connect,142.0
mobile,8.0
connect,4.0
mobile,3349.0
mobile,441.0
connect,46.0
mobile,7.0
mobile,-43.0
connect,30.0
mobile,127.0
mobile,-10.0
mobile,4266.0
mobile,-81.0
mobile,16.0
mobile,-22.0
mobile,100.0
connect,56.0
mobile,121.0
mobile,-639.0
mobile,-13.0
mobile,54.0
mobile,-545.0
mobile,-77.0
mobile,-608.0
mobile,500.0
mobile,-998.0
mobile,8.0
mobile,30.0
mobile,-1.0
mobile,-15.0
mobile,17.0
mobile,8.0
mobile,-14.0
connect,147.0
connect,-62.0
mobile,37.0
mobile,0.0
mobile,95.0
connect,-10.0
mobile,182.0
mobile,11.0
mobile,108.0
mobile,-6.0
mobile,-113.0
mobile,20.0
mobile,32.0
mobile,364.0
mobile,24.0
connect,-106.0
mobile,29.0
mobile,-10.0
mobile,52.0
connect,-507.0
connect,36.0
mobile,-144.0
connect,15.0
mobile,4.0
mobile,-11.0
connect,101.0
mobile,-185.0
mobile,10.0
mobile,-447.0
mobile,-68.0
mobile,79.0
mobile,-20.0
mobile,5.0
connect,30.0
connect,-49.0
mobile,16.0
mobile,-3.0
mobile,-44.0
mobile,-55.0
mobile,-138.0
connect,-13.0
mobile,26.0
mobile,-1.0
mobile,17.0
connect,-195.0
mobile,6.0
mobile,-37.0
connect,4.0
mobile,-77.0
mobile,28.0
connect,110.0
mobile,-16.0
mobile,-62.0
mobile,109.0
mobile,182.0
mobile,-48.0
mobile,19.0
mobile,-72.0
mobile,19.0
connect,-12.0
connect,-19.0
mobile,15.0
mobile,-28.0
mobile,5.0
mobile,131.0
mobile,54.0
mobile,68.0
mobile,-14.0
connect,52.0
mobile,41.0
mobile,3.0
mobile,2.0
mobile,-236.0
connect,-82.0
mobile,158.0
mobile,339.0
mobile,-171.0
mobile,-28.0
mobile,0.0
mobile,14.0
mobile,-10.0
mobile,5.0
mobile,-14.0
mobile,-25.0
mobile,71.0
mobile,-84.0
mobile,29.0
mobile,416.0
mobile,-75.0
mobile,866.0
mobile,114.0
mobile,21.0
connect,-199.0
mobile,26.0
mobile,4.0
connect,-32.0
connect,265.0
mobile,23.0
mobile,7.0
connect,55.0
mobile,174.0
mobile,17.0
mobile,13.0
mobile,-36.0
mobile,-38.0
connect,42.0
connect,-1011.0
mobile,133.0
mobile,-43.0
mobile,-249.0
connect,54.0
mobile,33.0
mobile,362.0
mobile,22.0
mobile,-43.0
mobile,38.0
connect,4.0
mobile,-118.0
connect,-39.0
connect,101.0
mobile,42.0
mobile,323.0
mobile,-4.0
mobile,-6.0
mobile,183.0
mobile,0.0
mobile,6.0
connect,17.0
mobile,-30.0
connect,-42.0
connect,62.0
mobile,6.0
mobile,9.0
mobile,30.0
mobile,-55.0
connect,9.0
mobile,-89.0
mobile,-355.0
mobile,50.0
mobile,-11.0
connect,3.0
mobile,12.0
mobile,23.0
mobile,232.0
mobile,-53.0
connect,43.0
mobile,33.0
mobile,286.0
mobile,621.0
connect,-2.0
mobile,-40.0
mobile,8.0
mobile,6.0
mobile,4209.0
mobile,-12.0
connect,-49.0
mobile,-2.0
mobile,14.0
mobile,-116.0
mobile,22.0
mobile,2.0
connect,7.0
connect,-169.0
mobile,-28.0
mobile,52.0
mobile,-359.0
connect,-1172.0
mobile,13.0
mobile,-151.0
mobile,58.0
connect,50.0
mobile,14.0
mobile,10.0
mobile,10.0
mobile,-50.0
mobile,78.0
mobile,138.0
mobile,-8.0
mobile,349.0
connect,-26.0
mobile,118.0
connect,-2.0
mobile,3.0
mobile,6.0
mobile,8.0
connect,-2.0
mobile,-99.0
mobile,53.0
mobile,-44.0
connect,-68.0
mobile,93.0
mobile,36.0
connect,-97.0
mobile,-813.0
mobile,118.0
mobile,133.0
mobile,-78.0
mobile,-5.0
mobile,167.0
connect,-28.0
connect,-46.0
connect,-158.0
connect,5.0
mobile,70.0
mobile,30.0
mobile,4.0
mobile,836.0
mobile,-52.0
mobile,393.0
mobile,4.0
mobile,-13.0
connect,41.0
mobile,-7.0
mobile,736.0
connect,-53.0
mobile,5.0
mobile,68.0
mobile,28.0
mobile,10.0
connect,42.0
mobile,0.0
mobile,108.0
mobile,21.0
mobile,-14.0
mobile,-126.0
mobile,-21.0
mobile,158.0
mobile,16.0
mobile,621.0
mobile,12.0
connect,-47.0
mobile,131.0
mobile,851.0
mobile,174.0
mobile,38.0
mobile,467.0
mobile,-4.0
mobile,69.0
mobile,21.0
mobile,-11.0
mobile,-83.0
mobile,50.0
mobile,-47.0
mobile,45.0
mobile,316.0
mobile,26.0
mobile,1.0
connect,87.0
mobile,-59.0
connect,30.0
mobile,-16.0
connect,-12.0
mobile,-101.0
mobile,558.0
mobile,-41.0
connect,-126.0
mobile,-24.0
mobile,72.0
mobile,0.0
mobile,67.0
mobile,64.0
mobile,-10.0
mobile,-165.0
mobile,83.0
mobile,0.0
mobile,468.0
